ListingKey,ListingNumber,ListingCreationDate,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,GroupKey,DateCreditPulled,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanKey,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MemberKey,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
8BBD3506927063646FEEF56,492342,2011-01-31 13:20:21.457000000,,36,Chargedoff,2011-10-16,0.35643,0.3199,0.3099,0.2957,0.147,0.1487,2.0,E,5.0,7,IN,Other,Other,210.0,False,False,,2011-01-31 13:20:14,660.0,679.0,1979-06-01 00:00:00,16.0,14.0,41.0,13,1363.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,55538.0,0.32,16001.0,32.0,0.93,0.0,7.42,"$1-24,999",True,216.666667,142E3612271707810E0AB6D,,,,,,,,,998,8.0,37,47106,3500,2011-02-16 00:00:00,Q1 2011,C41E350766290787819E304,152.42,457.26,189.66,267.6,-8.36,0.0,3310.34,3310.34,0.0,1.0,0,0,0.0,66
45B43387230086794000897,128885,2007-04-25 22:12:59.947000000,AA,36,Defaulted,2007-11-01,0.18725999999999998,0.18,0.175,,,,,,,0,CA,Other,Not employed,1.0,False,True,B0473364376920128370B13,2007-04-18 12:52:15.673000000,780.0,799.0,1994-03-01 00:00:00,4.0,3.0,20.0,4,81.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2183.0,0.0,5400.0,20.0,0.8,0.0,10.01,Not employed,False,0.083333,50503387508822080F5DEAB,,,,,,,,,225,6.0,82,14577,4000,2007-05-03 00:00:00,Q2 2007,78813386033425547598D0E,144.61,144.61,83.46,61.15,-1.7,0.0,3916.54,3916.54,0.0,1.0,0,0,0.0,90
04C53379583518112FA2C5A,90902,2007-01-30 14:19:11.510000000,D,36,Completed,2007-09-06,0.18324000000000001,0.176,0.161,,,,,,,0,UT,Other,Not available,,True,True,B8A233649839847309BEDB0,2007-01-21 20:22:20.173000000,600.0,619.0,1999-03-02 00:00:00,,,23.0,11,526.0,6.0,16.0,0.0,,0.0,0.0,,,,,,,,4.66,Not displayed,True,264.166667,11493380025839293BCFE00,,,,,,,,,0,,85,7238,4500,2007-02-08 00:00:00,Q1 2007,D13133735545140575C6E7E,161.78,4861.91,4500.0,361.91,-10.92,0.0,0.0,0.0,0.0,1.0,0,0,0.0,133
04BE33966412529040B4271,186351,2007-08-13 10:26:40.870000000,B,36,Completed,2010-06-27,0.18173,0.1745,0.1545,,,,,,,0,CA,Other,Full-time,12.0,False,True,783C3371218786870A73D20,2007-08-13 09:54:05.737000000,680.0,699.0,2003-12-22 00:00:00,11.0,10.0,13.0,8,225.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6724.0,0.55,4899.0,13.0,1.0,0.0,3.53,"$1-24,999",True,208.333333,49DE33985802585049183C3,,,,,,,,,0,,79,18345,5000,2007-08-27 00:00:00,Q3 2007,2ED13383512172888E40120,179.39,6186.78,4999.73,1187.05,-72.17,0.0,0.0,0.0,0.0,1.0,0,0,0.0,58
426D33702731866796C69D2,47155,2006-10-11 11:33:03.480000000,B,36,Completed,2009-10-30,0.18224,0.175,0.165,,,,,,,0,,Other,Not available,,False,True,2AC1336501013971385DB0A,2006-10-11 10:30:19.887000000,700.0,719.0,1985-09-25 00:00:00,,,16.0,10,245.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,10.01,Not displayed,False,0.083333,12043371998870408BA04F4,,,,,,,,,0,,89,4089,7500,2006-10-23 00:00:00,Q4 2006,C289336516508974330C2C5,260.85,9634.37,7500.0,2134.37,-62.78,0.0,0.0,0.0,0.0,1.0,0,0,0.0,72
56CC3527975709691F0EE6B,530467,2011-10-01 07:20:44.377000000,,36,Past Due (16-30 days),,0.35643,0.3199,0.3099,0.2957,0.147,0.1487,2.0,E,4.0,7,MI,Teacher's Aide,Employed,25.0,False,False,,2011-10-01 07:20:40,660.0,679.0,1999-05-30 00:00:00,11.0,11.0,15.0,1,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1167.0,0.97,33.0,14.0,0.92,0.0,4.0,"$1-24,999",True,158.333333,1362363163847783428B04F,,,,,,,,,26,,29,54420,2000,2011-10-12 00:00:00,Q4 2011,0D8D3527047880004358351,87.1,2381.7,1306.7,1075.0,-33.61,-5.1,0.0,0.0,0.0,1.0,0,0,0.0,46
49683379217403401A07D59,83314,2007-01-09 21:17:17.470000000,C,36,Completed,2009-12-18,0.15161,0.1445,0.1295,,,,,,,0,,Other,Not available,,True,True,B8A233649839847309BEDB0,2006-12-26 20:16:56.630000000,640.0,659.0,1993-10-07 00:00:00,,,33.0,8,366.0,1.0,7.0,0.0,,0.0,0.0,,,,,,,,2.95,Not displayed,True,333.333333,79C833801743151885FC8E5,,,,,,,,,0,,86,6649,4000,2007-01-19 00:00:00,Q1 2007,00AC3375977235525964BD2,137.59,4820.77,4000.0,820.77,-30.51,0.0,0.0,0.0,0.0,1.0,0,0,0.0,99
423A33896243107125B04BB,138087,2007-05-15 17:42:32.200000000,D,36,Chargedoff,2008-12-25,0.22744,0.22,0.21,,,,,,,0,CA,Sales - Commission,Not employed,23.0,False,True,D9F4337221229974777DD03,2007-05-15 15:10:15.047000000,620.0,639.0,1994-11-03 00:00:00,2.0,1.0,4.0,1,66.0,0.0,3.0,1.0,1960.0,2.0,0.0,0.0,2567.0,0.16,13433.0,3.0,0.25,0.0,10.01,Not employed,False,0.083333,45B83390035987608A92114,,,,,,,,,2024,19.0,82,15337,4500,2007-05-24 00:00:00,Q2 2007,E3A0338599653293805BE8D,171.86,2476.04,1502.02,974.02,-44.27,0.0,2997.98,2997.98,0.0,1.0,0,0,0.0,52
98E334021125992424E90A8,210218,2007-10-02 22:31:03.550000000,B,36,Completed,2010-08-20,0.13972,0.122,0.112,,,,,,,0,WA,Teacher's Aide,Part-time,1.0,False,False,,2007-10-02 22:16:15.760000000,680.0,699.0,1996-09-29 00:00:00,6.0,5.0,12.0,4,427.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14890.0,0.57,5500.0,11.0,0.9,0.0,2.34,"$1-24,999",True,400.0,CB93340280440819152079F,,,,,,,,,0,,77,20604,1000,2007-10-11 00:00:00,Q4 2007,F32E340088749614789806B,33.31,1196.21,1000.0,196.21,-16.09,0.0,0.0,0.0,0.0,1.0,0,0,0.0,21
0EDB3387076244781A19AB4,126753,2007-04-21 10:11:30.990000000,AA,36,Completed,2007-08-02,0.08971,0.0725,0.0625,,,,,,,0,IL,Other,Self-employed,99.0,False,True,8FB93366418489866023271,2007-04-21 09:33:47.540000000,800.0,819.0,1986-04-07 00:00:00,6.0,5.0,14.0,6,124.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5844.0,0.07,71156.0,13.0,1.0,0.0,10.01,"$1-24,999",False,0.083333,A17E3388285076762CE7A55,,,,,,,,,0,,82,14017,1000,2007-05-01 00:00:00,Q2 2007,D996336466652613597422D,30.99,1016.76,1000.0,16.76,-1.23,0.0,0.0,0.0,0.0,1.0,0,0,0.0,33
48D03387495590363EC0F0B,127212,2007-04-22 17:40:44.490000000,A,36,Defaulted,2009-05-01,0.18725999999999998,0.18,0.175,,,,,,,0,UT,Construction,Full-time,1.0,True,True,FDB233849559610962FC479,2007-04-20 17:48:24.597000000,720.0,739.0,2005-02-16 00:00:00,8.0,8.0,15.0,5,81.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,2333.0,0.18,10167.0,11.0,1.0,2.0,10.01,"$1-24,999",False,0.083333,FC6833881604905314E4FD4,,,,,,,,,790,24.0,83,13658,25000,2007-04-30 00:00:00,Q2 2007,82153386382873121139F84,903.81,17572.39,11544.06,6028.33,-157.41,0.0,13455.94,13455.94,0.0,1.0,1,1,1200.0,401
2CCE35331792869894C5E25,544439,2011-12-13 19:42:16.760000000,,36,Current,,0.35285,0.3127,0.3027,0.285,0.165,0.12,1.0,HR,3.0,2,NY,Teacher,Employed,9.0,False,False,,2011-12-04 18:07:14,680.0,699.0,1988-03-19 00:00:00,5.0,4.0,19.0,3,58.0,0.0,1.0,1.0,15394.0,29.0,0.0,0.0,1307.0,0.22,4232.0,14.0,0.42,0.0,5.18,"$1-24,999",True,150.0,DA3F3639092521113D33C13,,,,,,,,,0,,27,57676,4000,2011-12-21 00:00:00,Q4 2011,6BA935323900259406C42A8,172.6,4457.6,2426.64,2030.96,-64.45,-13.81,0.0,0.0,0.0,1.0,0,0,0.0,4
0FC23388582564124F4ED90,129234,2007-04-26 16:07:38.617000000,AA,36,Completed,2009-07-31,0.15713,0.15,0.145,,,,,,,0,MO,Sales - Retail,Self-employed,16.0,False,True,CC8D33653247904019A9059,2007-04-18 09:58:18.890000000,760.0,779.0,1995-12-15 00:00:00,2.0,2.0,8.0,2,82.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1594.0,0.13,10206.0,2.0,1.0,0.0,10.01,"$1-24,999",False,0.083333,9456338882361334960290F,,,,,,,,,0,,82,14596,13000,2007-05-03 00:00:00,Q2 2007,23B03385968527385374446,450.65,15988.4,13000.0,2988.4,-99.61,0.0,0.0,0.0,0.0,1.0,0,0,0.0,73
07F43377281926636286AFE,81399,2007-01-04 18:52:36.740000000,C,36,Defaulted,2008-05-09,0.23748000000000002,0.23,0.225,,,,,,,0,GA,Other,Not available,,True,False,,2006-12-28 13:07:35.370000000,640.0,659.0,1982-05-22 00:00:00,,,48.0,16,2146.0,10.0,17.0,0.0,,0.0,0.0,,,,,,,,10.01,Not displayed,True,0.833333,B63F3378801577068635513,,,,,,,,,264,16.0,86,6223,25000,2007-01-09 00:00:00,Q1 2007,3E7E3373141574228D0751F,967.74,10645.14,5933.37,4711.77,-102.43,0.0,19066.64,19066.63,0.0,1.0,0,0,0.0,43
100833761985853322F4C9E,72581,2006-12-09 14:49:00.230000000,D,36,Completed,2008-02-01,0.15412,0.147,0.137,,,,,,,0,CA,Student - College Senior,Not available,,False,True,53B43365132049036C341A5,2006-12-09 01:12:31.553000000,600.0,619.0,1999-12-10 00:00:00,,,10.0,4,627.0,2.0,6.0,0.0,,0.0,0.0,,,,,,,,8.63,Not displayed,True,83.333333,04833375439500288B82892,,,,,,,,,0,,87,5584,2550,2006-12-18 00:00:00,Q4 2006,1DAD3376199548779C8A266,88.02,2895.58,2550.0,345.58,-12.16,0.0,0.0,0.0,0.0,1.0,0,0,0.0,110
119135550118889126505FF,626923,2012-08-20 09:51:18.143000000,,36,Completed,2013-06-04,0.35796999999999995,0.3177,0.3077,0.2896,0.1625,0.1271,1.0,HR,3.0,2,GA,Truck Driver,Employed,86.0,True,False,,2012-08-20 09:51:13,720.0,739.0,1995-09-12 00:00:00,13.0,12.0,24.0,9,348.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9673.0,0.43,10003.0,22.0,1.0,2.0,10.01,"$1-24,999",True,5.8333330000000005,A7893660394399803C9DF12,,,,,,,,,0,,19,72774,2000,2012-08-27 00:00:00,Q3 2012,09AC35544575769152D05AC,86.85,2449.5,2000.0,449.5,-14.15,0.0,0.0,0.0,0.0,1.0,0,0,0.0,37
3B293409582170990BB565D,265829,2008-01-15 12:17:03.307000000,B,36,Defaulted,2009-04-22,0.15428,0.14,0.13,,,,,,,1,FL,Other,Full-time,17.0,False,False,,2007-12-28 16:40:55.017000000,680.0,699.0,1992-06-01 00:00:00,12.0,10.0,17.0,8,832.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21608.0,0.64,10764.0,14.0,0.85,1.0,10.01,"$1-24,999",True,0.083333,E9F734102062756907FCE7F,,,,,,,,,360,15.0,74,25686,4500,2008-01-22 00:00:00,Q1 2008,BD6134057083284988023C8,153.8,1538.0,1066.79,471.21,-97.35,0.0,3433.22,936.97,901.5,1.0,0,0,0.0,115
086733688535070451B9670,38982,2006-09-12 21:22:24.530000000,C,36,Completed,2008-06-02,0.18725999999999998,0.18,0.175,,,,,,,0,OR,Other,Not available,,False,False,,2006-09-12 21:04:43.653000000,640.0,659.0,2001-10-30 00:00:00,,,9.0,2,90.0,1.0,2.0,0.0,,0.0,0.0,,,,,,,,10.01,Not displayed,True,3750.0,BD8D3368666459299572602,,,,,,,,,0,,90,3391,6000,2006-09-21 00:00:00,Q3 2006,70C23365448379959EE46CB,216.91,7420.51,6000.0,1420.51,-39.46,0.0,0.0,0.0,0.0,1.0,0,0,0.0,44
4BB43574921541035383CF7,746175,2013-04-07 13:18:24.380000000,,36,Current,,0.35356,0.3134,0.3034,0.276,0.1575,0.1185,1.0,HR,3.0,2,NC,Other,Other,338.0,False,False,,2013-04-07 13:18:21,740.0,759.0,1990-11-02 00:00:00,12.0,11.0,29.0,8,414.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,12512.0,0.49,6601.0,26.0,0.96,1.0,9.44,"$1-24,999",True,209.0,A01D367852130718636B99F,,,,,,,,,0,,11,88061,4000,2013-04-11 00:00:00,Q2 2013,FA9A3576270751332D4E8A3,172.76,1727.6,763.18,964.42,-30.78,0.0,0.0,0.0,0.0,1.0,0,0,0.0,63
66AC3383993977050F175CB,106524,2007-03-05 07:36:39.067000000,B,36,Defaulted,2010-04-13,0.17722000000000002,0.17,0.16,,,,,,,0,,Postal Service,Full-time,128.0,True,False,,2007-03-05 07:18:25.083000000,680.0,699.0,1981-10-01 00:00:00,19.0,13.0,50.0,11,356.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,5280.0,0.28,8428.0,47.0,0.83,4.0,4.21,"$1-24,999",True,291.666667,4E873384524729296F54593,,,,,,,,,424,0.0,84,8393,5000,2007-03-12 00:00:00,Q1 2007,32FC3383356881196BE0EB5,178.26,2821.9,1833.47,988.43,-54.47,-300.53,681.62,2306.85,141.32,1.0,0,0,0.0,47
897933829264852257294EF,104884,2007-02-28 23:13:03.270000000,C,36,Defaulted,2007-12-05,0.20735,0.2,0.19,,,,,,,0,MD,Other,Self-employed,168.0,True,True,B0473364376920128370B13,2007-02-14 11:36:22.230000000,660.0,679.0,1994-07-21 00:00:00,16.0,12.0,45.0,4,421.0,18.0,43.0,0.0,0.0,0.0,0.0,0.0,18181.0,0.9,1924.0,43.0,0.93,7.0,10.01,"$1-24,999",False,0.083333,0BB533821953624571F7A1C,,,,,,,,,132,9.0,84,8168,6500,2007-03-06 00:00:00,Q1 2007,318133817893750820BDDD1,241.56,966.24,545.06,421.18,-21.05,0.0,5954.93,5954.94,0.0,1.0,0,0,0.0,51
5DAD33805397348973DA2A1,94288,2007-02-06 15:48:45.817000000,D,36,Completed,2007-05-22,0.29775999999999997,0.29,0.275,,,,,,,0,CA,Other,Not available,,False,True,9BBE337094173775621CD34,2007-02-02 15:14:01.737000000,600.0,619.0,2006-03-17 00:00:00,,,2.0,1,25.0,2.0,10.0,0.0,,0.0,0.0,,,,,,,,6.06,Not displayed,True,158.333333,EA55338271400621882770B,,,,,,,,,0,,85,7775,15000,2007-02-23 00:00:00,Q1 2007,48043379925526741CF20D9,628.59,15993.1,15000.0,993.1,-17.73,0.0,0.0,0.0,0.0,1.0,0,0,0.0,131
0085337940976324922FE86,87947,2007-01-23 11:05:46.510000000,HR,36,Chargedoff,2008-03-30,0.29775999999999997,0.29,0.285,,,,,,,0,GA,Tradesman - Mechanic,Not available,,False,False,,2007-01-11 14:51:35.053000000,500.0,519.0,2000-10-09 00:00:00,,,5.0,0,0.0,1.0,2.0,3.0,,4.0,0.0,,,,,,,,10.01,Not displayed,True,1255.0,DCF23379838468405B26FA0,,,,,,,,,2292,14.0,86,7025,3001,2007-01-31 00:00:00,Q1 2007,5AD93377682473946F05D1B,125.76,1126.84,498.03,628.81,-10.84,0.0,2502.96,2502.97,0.0,1.0,0,0,0.0,23
85CE34191431154902C11FE,326417,2008-05-05 15:35:25.647000000,A,36,Chargedoff,2009-05-14,0.30584,0.2902,0.2802,,,,,,,5,OK,Student - College Graduate Student,Full-time,12.0,True,False,,2008-04-25 03:44:37.167000000,720.0,739.0,1999-09-21 00:00:00,7.0,6.0,29.0,4,121.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,5609.0,0.3,7027.0,9.0,0.77,0.0,2.72,"$1-24,999",True,666.666667,B522342087272560283CFC6,,,,,,,,,1882,13.0,70,31015,15000,2008-05-13 00:00:00,Q2 2008,2CFD3420103877294C51505,628.75,4401.25,1935.51,2465.74,-84.97,0.0,13064.49,13064.49,0.0,1.0,0,0,0.0,175
DCE93565031037806BBBE27,683123,2012-12-06 17:17:46.837000000,,36,Current,,0.35796999999999995,0.3177,0.3077,0.2799,0.1625,0.1174,1.0,HR,4.0,1,OH,Professional,Employed,76.0,False,False,,2012-12-06 17:17:44,720.0,739.0,1983-12-17 00:00:00,15.0,15.0,37.0,13,613.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,13702.0,0.5,11817.0,33.0,1.0,0.0,10.01,"$1-24,999",True,3.0,28503670578052231897BF6,,,,,,,,,0,,15,79979,4000,2012-12-31 00:00:00,Q4 2012,4EBB3565637441553F5F541,173.71,2431.94,1137.75,1294.19,-40.74,0.0,0.0,0.0,0.0,1.0,0,0,0.0,73
DCF035384984760961CB0E6,558154,2012-02-11 13:15:24.640000000,,60,Current,,0.27246,0.2468,0.2368,0.2312,0.089,0.1422,4.0,C,7.0,1,RI,Laborer,Employed,105.0,False,False,,2012-02-11 13:15:18,720.0,739.0,1998-04-01 00:00:00,20.0,18.0,40.0,18,492.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,13276.0,0.34,23904.0,36.0,0.97,1.0,6.68,"$1-24,999",True,166.666667,947B3644034497563BC2196,,,,,,,,,0,,25,60539,13500,2012-02-14 00:00:00,Q1 2012,CC0835395571623425B5422,393.71,10261.62,4409.55,5852.07,-237.09,0.0,0.0,0.0,0.0,1.0,0,0,0.0,19
